category,vimeo_id,title,description,page_url,vimeo_url,file,downloaded
stop-mfo,1184808886,STOP МФО | Информация по,"Согласно информации Микрофинансового омбудсмана РК и данным с сайта akshamat.kz, все обязательства ТОО «МФО Finbox» (БИН 1509400050220) переданы в пользу ТОО «СФК Partner Group» (БИН 240340022327, г. Тараз, ул. Айтеке би, 3 «Е»). Это означает, что вопросы по текущей задолженности, состоявшейся уступке, справкам об отсутствии долга и способам оплаты теперь нужно уточнять у нового взыскателя. Теперь по всем вопросам, касающимся задолженности, справок об отсутствии долга и оплаты, необходимо обращаться напрямую в СФК Partner Group: Call-center: +7 (778) 870-92-30WhatsApp: +7 (707) 577-36-18Email: partnergroup@sfkpg.kzСайт для оплаты: sfkpg.kz В случае возникновения вопросов вы можете обратиться к Микрофинансовому омбудсману РК по номеру: +7 775 222 80 08. ⚠️ Важно: произошла смена платёжной системы. Все оплаты теперь производятся только через сайт sfkpg.kz.",https://stop-piramida.kz/videos/stop-mfo/stop-mfo-informacziya-po-a%D2%9Bshamat,https://vimeo.com/1184808886,outputs/videos/stop-mfo/1184808886.mp4,yes
stop-mfo,1185510284,STOP МФО | Как МФО обходят ограничения: потребзаймы под видом предпринимательских,"Некоторые МФО оформляют обычные потребительские займы как кредиты «на предпринимательские цели». Для клиента это выглядит как стандартный микрокредит, но юридически такой договор может обходить часть защитных механизмов: коэффициент долговой нагрузки, ограничения по просрочке и требования к взысканию.",https://stop-piramida.kz/videos/stop-mfo/stop-mfo-kak-mfo-obxodyat-ogranicheniya-potrebzajmyi-pod-vidom-predprinimatelskix,https://vimeo.com/1185510284,outputs/videos/stop-mfo/1185510284.mp4,yes
stop-mfo,1184808292,STOP МФО | Комиссионки под видом ломбардов обманывали людей,"По данным АФМ РК, под брендом «Актив Маркет» комиссионные магазины и ломбарды работали совместно: в одних и тех же помещениях, с общим персоналом и фактически выдавали займы под залог без лицензии. При этом с клиентов брали завышенные проценты, а после выкупа имущества им могли предлагать подписывать расписки об отсутствии претензий.",https://stop-piramida.kz/videos/stop-mfo/stop-mfo-informacziya-komissionki-pod-vidom-lombardov-obmanyivali-lyudej,https://vimeo.com/1184808292,outputs/videos/stop-mfo/1184808292.mp4,yes
stop-mfo,1184916667,"STOP МФО | Ломбарды без лицензии: займы под 3,7% в день","Подозреваемый с 2020 по 2025 год выдавал займы под залог телефонов, телевизоров, приставок и другой техники без лицензии. По данным АФМ, деятельность маскировалась под комиссионные магазины, а ставки доходили до 3,7% в день — значительно выше установленного законом предела. Разбираем, как работала схема, какой ущерб понесли заемщики и чем завершилось расследование.","https://stop-piramida.kz/videos/stop-mfo/stop-mfo-lombardyi-bez-liczenzii-zajmyi-pod-3,7-v-den",https://vimeo.com/1184916667,outputs/videos/stop-mfo/1184916667.mp4,yes
stop-mfo,1184569094,STOP МФО | МФО под прицелом: новые данные НБ РК,"С 3 ноября 2025 года для МФО начали действовать новые требования по качеству кредитного портфеля. Доля займов с просрочкой свыше 90 дней должна быть: до 1 января 2026 года — не более 15%, а с 1 января 2026 года — не более 10%. Если МФО превышает эти показатели, это может стать основанием для мер со стороны регулятора, вплоть до риска потери лицензии.",https://stop-piramida.kz/videos/stop-mfo/stop-mfo-mfo-pod-priczelom-novyie-dannyie-nb-rk,https://vimeo.com/1184569094,outputs/videos/stop-mfo/1184569094.mp4,yes
stop-mfo,1178206093,STOP МФО | Пресечена деятельность 6 микрофинансовых организаций,В отношении руководства ряда микрофинансовых организаций проводится расследование по факту мошенничества и незаконной предпринимательской деятельности.,https://stop-piramida.kz/videos/stop-mfo/stop-mfo-informacziya-presechena-deyatelnost-6-mikrofinansovyix-organizaczij,https://vimeo.com/1178206093,outputs/videos/stop-mfo/1178206093.mp4,yes
stop-mfo,1001541908,STOP МФО | Распаковка |,Подводные камни займов в МФО.,https://stop-piramida.kz/videos/stop-mfo/stop-mfo-raspakovka-everest-finans,https://vimeo.com/1001541908,outputs/videos/stop-mfo/1001541908.mp4,yes
stop-mfo,1001555294,STOP МФО | Распаковка | Выдали 3 кредита студенту без подтверждения доходов,МФО игнорируют коэффициент долговой нагрузки и выдают кредиты студентам без подтверждения доходов?,https://stop-piramida.kz/videos/stop-mfo/stop-mfo-vyidali-3-kredita-studentu,https://vimeo.com/1001555294,outputs/videos/stop-mfo/1001555294.mp4,yes
stop-mfo,1001542361,STOP МФО | Распаковка | Выдача займа по чужому фото,"МФО выдают кредиты без надлежащей идентификации, используя фото других людей.",https://stop-piramida.kz/videos/stop-mfo/stop-mfo-vyidacha-zajma-po-chuzhomu-foto,https://vimeo.com/1001542361,outputs/videos/stop-mfo/1001542361.mp4,yes
stop-mfo,1001544420,STOP МФО | Распаковка | МФО пририсовывают доходы заёмщикам?,,https://stop-piramida.kz/videos/stop-mfo/stop-mfo-mfo-pririsovyivayut-doxodyi-zayomshhikam,https://vimeo.com/1001544420,outputs/videos/stop-mfo/1001544420.mp4,yes
stop-mfo,1187275228,STOP МФО | Что не так с микрокредитами от,"""Alem Credit"" обещает криптозаймы в USDT. Разбираем, что за этим стоит.",https://stop-piramida.kz/videos/stop-mfo/stop-mfo-chto-ne-tak-s-mikrokreditami-ot-alem-credit-chast-1,https://vimeo.com/1187275228,outputs/videos/stop-mfo/1187275228.mp4,yes
stop-mfo,1187593443,STOP МФО | Что не так с микрокредитами от,"""Alem Credit"" обещает криптозаймы в USDT. Разбираем, что за этим стоит.",https://stop-piramida.kz/videos/stop-mfo/stop-mfo-chto-ne-tak-s-mikrokreditami-ot-alem-credit-chast-2,https://vimeo.com/1187593443,outputs/videos/stop-mfo/1187593443.mp4,yes
stop-mfo,1187753281,STOP МФО | Что не так с микрокредитами от,ГЭСВ - 33 миллиона процентов?,https://stop-piramida.kz/videos/stop-mfo/stop-mfo-chto-ne-tak-s-mikrokreditami-ot-alem-credit-chast-3,https://vimeo.com/1187753281,outputs/videos/stop-mfo/1187753281.mp4,yes
stop-mfo,1189772679,STOP МФО | Что не так с микрокредитами от,"""Alem Credit"" угрожает заёмщикам?",https://stop-piramida.kz/videos/stop-mfo/stop-mfo-chto-ne-tak-s-mikrokreditami-ot-alem-credit-chast-4,https://vimeo.com/1189772679,outputs/videos/stop-mfo/1189772679.mp4,yes
stop-mfo,1185154387,Кредиты и микрозаймы |,"В Казахстане усиливается цифровой контроль за должниками по судебным решениям. По данным госорганов, на январь 2024 года в розыске находились 4 560 должников, при этом место жительства установили у 2 118 человек. Система позволяет выявлять должников в общественных местах, аэропортах, вокзалах, ЦОНах, при получении госуслуг и покупке билетов. Также камеры и ИИ могут распознавать автомобили должников, после чего полиция останавливает транспорт и направляет его на штрафстоянку. Меры направлены на реальное исполнение судебных решений и защиту прав взыскателей.",https://stop-piramida.kz/videos/stop-mfo/pravovoe-regulirovanie-czifrovaya-oxota-na-dolzhnikov-v-kazaxstane,https://vimeo.com/1185154387,outputs/videos/stop-mfo/1185154387.mp4,yes
stop-mfo,1181593806,Кредиты и микрозаймы | Банки и МФО в тупике: закон против продажи кредитов,,https://stop-piramida.kz/videos/stop-mfo/kredityi-i-mikrozajmyi-banki-i-mfo-v-tupike-zakon-protiv-prodazhi-kreditov,https://vimeo.com/1181593806,outputs/videos/stop-mfo/1181593806.mp4,yes
stop-mfo,1185154754,Кредиты и микрозаймы | Для онлайн-займов вводится,"Для онлайн-займов вводится «период охлаждения» — пауза между заключением договора и выдачей денег. Если сумма до 255 МРП, деньги поступят через 8 часов, если свыше 255 МРП — через 24 часа. За это время заемщик может передумать и не подтверждать получение займа, тогда договор аннулируется. Разбираем, когда действует новое правило, в каких случаях есть исключения и зачем это нужно для защиты граждан от мошенников.",https://stop-piramida.kz/videos/stop-mfo/kredityi-i-mikrozajmyi-dlya-onlajn-zajmov-vvoditsya-period-oxlazhdeniya,https://vimeo.com/1185154754,outputs/videos/stop-mfo/1185154754.mp4,yes
stop-mfo,1180132479,Кредиты и микрозаймы | Добровольный отказ от кредитов - защита от мошенников,,https://stop-piramida.kz/videos/stop-mfo/kredityi-i-mikrozajmov-informacziya-dobrovolnyij-otkaz-ot-oformleniya-kreditov-chast-1,https://vimeo.com/1180132479,outputs/videos/stop-mfo/1180132479.mp4,yes
stop-mfo,1002700215,Кредиты и микрозаймы | Инициатива по ограничению кредитования студентов,,https://stop-piramida.kz/videos/stop-mfo/kredityi-i-mikrozajmyi-informacziya-inicziativa-po-ogranicheniyu-kreditovaniya-studentov,https://vimeo.com/1002700215,outputs/videos/stop-mfo/1002700215.mp4,yes
stop-mfo,1002700101,Кредиты и микрозаймы | Как установить самозапрет на оформление кредитов?,В Казахстане реализован добровольный отказ от получения банковского займа или микрокредита на базе EGOV.,https://stop-piramida.kz/videos/stop-mfo/kredityi-i-mikrozajmyi-informacziya-kak-ustanovit-samozapret-na-oformlenie-kreditov,https://vimeo.com/1002700101,outputs/videos/stop-mfo/1002700101.mp4,yes
stop-mfo,1180129820,Кредиты и микрозаймы | Как финансовый регулятор будет решать кредитные проблемы в стране?,,https://stop-piramida.kz/videos/stop-mfo/kredityi-i-mikrozajmyi-informacziya-kak-arrfr-rk-budet-reshat-kreditnyie-problemyi-v-strane,https://vimeo.com/1180129820,outputs/videos/stop-mfo/1180129820.mp4,yes
stop-mfo,1180140611,Кредиты и микрозаймы | Кредиты только для финансово грамотных?,,https://stop-piramida.kz/videos/stop-mfo/kredityi-i-mikrozajmyi-informacziya-kredityi-tolko-dlya-finansovo-gramotnyix,https://vimeo.com/1180140611,outputs/videos/stop-mfo/1180140611.mp4,yes
stop-mfo,1180313508,Кредиты и микрозаймы | Новая защита от мошенников,,https://stop-piramida.kz/videos/stop-mfo/kredityi-i-mikrozajmyi-novaya-zashhita-ot-moshennikov,https://vimeo.com/1180313508,outputs/videos/stop-mfo/1180313508.mp4,yes
stop-mfo,1185510025,Кредиты и микрозаймы | Новые кредиты срочникам запрещены,"Во время срочной военной службы банки и МФО не должны оформлять на военнослужащего новые кредиты и микрозаймы. Раньше срочникам могли давать отсрочку по старым кредитам на срок службы и ещё 60 дней, но при этом новые займы всё равно могли выдаваться, из-за чего молодые люди рисковали уйти в армию и вернуться уже с долгами. Теперь банк или МФО должны самостоятельно получать сведения о статусе военнослужащего из информационного обмена с Минобороны и не выдавать новый кредит во время службы. Если кредит всё же оформили, финансовая организация обязана остановить взыскание, вернуть штрафы и проценты, списать долг и аннулировать запись в кредитной истории.",https://stop-piramida.kz/videos/stop-mfo/kredityi-i-mikrozajmyi-novyie-kredityi-srochnikam-zapreshhenyi,https://vimeo.com/1185510025,outputs/videos/stop-mfo/1185510025.mp4,yes
stop-mfo,1199301607,Кредиты и микрозаймы | Новые правила для микрокредитов в Казахстане,"С 2026 года для МФО вводятся дополнительные требования по оценке заёмщиков. Перед выдачей микрокредита организации будут обязаны проверять платёжеспособность клиента, его кредитную историю, долговую нагрузку и признаки мошенничества.",https://stop-piramida.kz/videos/stop-mfo/kredityi-i-mikrozajmyi-novyie-pravila-dlya-mikrokreditov-v-kazaxstane,https://vimeo.com/1199301607,outputs/videos/stop-mfo/1199301607.mp4,yes
stop-mfo,1185154473,Кредиты и микрозаймы | Новые правила кредитования: просрочки и частые займы теперь могут закрыть доступ к кредитам,"Банки и МФО начали строже оценивать не только доход заёмщика, но и его кредитное поведение. Просрочка в банке свыше 30 дней или даже однодневная просрочка в МФО может стать основанием для отказа в новом займе. Беззалоговые кредиты на срок более 5 лет запрещены, а займы на 3–5 лет теперь относятся к более рискованным. Новые правила направлены на то, чтобы остановить схемы «взял — перекрыл — взял» и снизить долговую нагрузку граждан.",https://stop-piramida.kz/videos/stop-mfo/novyie-pravila-kreditovaniya-prosrochki-i-chastyie-zajmyi-teper-mogut-zakryit-dostup-k-kreditam,https://vimeo.com/1185154473,outputs/videos/stop-mfo/1185154473.mp4,yes
stop-mfo,1184399177,Кредиты и микрозаймы | Новые правила против множественных заявок,"В Казахстане усиливаются меры против мошеннического оформления кредитов. Если человек подаёт более двух кредитных заявок в течение одного часа, данные автоматически передаются в антифрод-центр для проверки. При выявлении риска мошенничества заявка может быть приостановлена или направлена на ручную проверку. Биометрия и выпуск ЭЦП должны проводиться только при личном присутствии, чтобы исключить удалённое оформление кредита на другого человека.",https://stop-piramida.kz/videos/stop-mfo/kredityi-i-mikrozajmyi-novyie-pravila-protiv-mnozhestvennyix-zayavok,https://vimeo.com/1184399177,outputs/videos/stop-mfo/1184399177.mp4,yes
